query_no,query,cardinality_predict,cardinality_true,latency_ms,generated_spn_calls,latency_generated_code
0,SELECT COUNT(*) FROM cast_info ci WHERE ci.person_id=172968;,1.0,838,1.4620000001741573,0,0.0
476,"SELECT COUNT(*) FROM title t,movie_info mi WHERE t.id=mi.movie_id AND t.kind_id>1 AND t.production_year<2009 AND mi.info_type_id=18;",198508.7903753286,242392,4.563400005281437,0,0.0
477,SELECT COUNT(*) FROM movie_companies mc WHERE mc.company_id>14947 AND mc.company_type_id>1;,534699.0795399053,834635,2.614600001834333,0,0.0
478,"SELECT COUNT(*) FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND mk.keyword_id>245;",2896648.3878323585,4213440,1.7430999942007475,0,0.0
479,SELECT COUNT(*) FROM movie_companies mc WHERE mc.company_id<3263 AND mc.company_type_id=1;,403755.4565231681,656031,2.7869999976246618,0,0.0
480,"SELECT COUNT(*) FROM title t,movie_info_idx mi_idx WHERE t.id=mi_idx.movie_id AND t.kind_id=7 AND t.production_year>0;",179490.42324064448,425568,4.095799995411653,0,0.0
481,"SELECT COUNT(*) FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND mk.keyword_id=6854;",200.89696702031443,292,1.7631999944569543,0,0.0
482,SELECT COUNT(*) FROM movie_keyword mk WHERE mk.keyword_id=6507;,90.81643714618471,132,2.0432999954209663,0,0.0
483,"SELECT COUNT(*) FROM title t,movie_info_idx mi_idx,movie_keyword mk WHERE t.id=mi_idx.movie_id AND t.id=mk.movie_id AND mk.keyword_id>43;",7704282.578439494,10352430,3.5081999958492815,0,0.0
484,SELECT COUNT(*) FROM cast_info ci WHERE ci.person_id=2217115;,1.0,2796,1.1808999988716096,0,0.0
485,"SELECT COUNT(*) FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND mk.keyword_id=129510;",1.0,1,2.111299996613525,0,0.0
486,"SELECT COUNT(*) FROM title t,movie_companies mc WHERE t.id=mc.movie_id AND mc.company_id=8595 AND mc.company_type_id=2;",17.098961911433957,81,2.855200000340119,0,0.0
487,SELECT COUNT(*) FROM movie_companies mc WHERE mc.company_id<2191 AND mc.company_type_id>1;,174922.1718300444,245664,2.518500004953239,0,0.0
488,"SELECT COUNT(*) FROM title t,movie_info_idx mi_idx,movie_keyword mk WHERE t.id=mi_idx.movie_id AND t.id=mk.movie_id AND t.kind_id=7 AND mk.keyword_id>117;",859691.8207688674,1072779,6.444600003305823,0,0.0
489,SELECT COUNT(*) FROM title t WHERE t.kind_id<4 AND t.production_year>1994;,180340.01847789247,433035,3.763000000617467,0,0.0
490,"SELECT COUNT(*) FROM title t,movie_info mi,movie_info_idx mi_idx WHERE t.id=mi.movie_id AND t.id=mi_idx.movie_id AND t.kind_id=7 AND t.production_year<2011 AND mi.info_type_id<3;",307652.8916510052,391392,6.058899998606648,0,0.0
491,"SELECT COUNT(*) FROM title t,cast_info ci,movie_keyword mk WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND t.kind_id=7 AND ci.person_id<799752;",5221536.053455004,4800657,11.318700002448168,0,0.0
492,"SELECT COUNT(*) FROM title t,movie_info_idx mi_idx,movie_keyword mk WHERE t.id=mi_idx.movie_id AND t.id=mk.movie_id AND mk.keyword_id>7990;",2971123.475572125,4008495,3.520900005241856,0,0.0
493,"SELECT COUNT(*) FROM title t,movie_companies mc,movie_info mi WHERE t.id=mc.movie_id AND t.id=mi.movie_id AND t.kind_id>1 AND t.production_year=1984 AND mc.company_id>2415;",51480.28097747948,49435,26.006000000052154,0,0.0
494,"SELECT COUNT(*) FROM title t,movie_info_idx mi_idx,movie_keyword mk WHERE t.id=mi_idx.movie_id AND t.id=mk.movie_id AND mi_idx.info_type_id<101 AND mk.keyword_id>7877;",1858346.746414407,2680860,5.868300002475735,0,0.0
495,"SELECT COUNT(*) FROM title t,movie_info_idx mi_idx,movie_keyword mk WHERE t.id=mi_idx.movie_id AND t.id=mk.movie_id AND mk.keyword_id=6469;",256.15567096514803,279,3.4190000005764887,0,0.0
496,"SELECT COUNT(*) FROM title t,movie_companies mc,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND t.production_year>0 AND mc.company_type_id=1;",1322097.9745797683,2319573,14.737800003786106,0,0.0
497,"SELECT COUNT(*) FROM title t,cast_info ci WHERE t.id=ci.movie_id AND t.production_year>2003 AND ci.role_id=4;",1409023.5495249063,1299763,2.3580000051879324,0,0.0
498,SELECT COUNT(*) FROM movie_keyword mk WHERE mk.keyword_id<5182;,1609883.029194353,2339935,2.133699999831151,0,0.0
499,"SELECT COUNT(*) FROM title t,movie_companies mc WHERE t.id=mc.movie_id AND t.kind_id=1 AND t.production_year>2007 AND mc.company_type_id=2;",109736.14229582253,156255,5.618600000161678,0,0.0
500,"SELECT COUNT(*) FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND t.kind_id=7 AND t.production_year>2008 AND mk.keyword_id=21508;",1.0,2,6.676999997580424,0,0.0
501,"SELECT COUNT(*) FROM title t,cast_info ci,movie_keyword mk WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND t.kind_id>1 AND t.production_year<2005 AND mk.keyword_id<10571;",12158967.66172783,16464942,27.222800003073644,0,0.0
502,"SELECT COUNT(*) FROM title t,movie_companies mc,movie_info mi WHERE t.id=mc.movie_id AND t.id=mi.movie_id AND mc.company_id>1070 AND mc.company_type_id=1 AND mi.info_type_id=8;",991304.9874358493,923233,9.544399996229913,0,0.0
503,"SELECT COUNT(*) FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND t.kind_id=7 AND t.production_year>1961;",402425.49820797006,594081,5.161400003999006,0,0.0
504,"SELECT COUNT(*) FROM title t,movie_info_idx mi_idx,movie_keyword mk WHERE t.id=mi_idx.movie_id AND t.id=mk.movie_id AND t.kind_id>4 AND mk.keyword_id=21645;",168.67511267871413,51,6.543000003148336,0,0.0
505,"SELECT COUNT(*) FROM title t,movie_companies mc,cast_info ci WHERE t.id=mc.movie_id AND t.id=ci.movie_id AND t.kind_id=7 AND mc.company_id>8558 AND mc.company_type_id>1 AND ci.person_id<3675948 AND ci.role_id<10;",2921511.0709842355,4574556,19.965299994510133,0,0.0
506,"SELECT COUNT(*) FROM title t,movie_companies mc,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND t.kind_id<7 AND t.production_year>1987 AND mc.company_type_id=1 AND mi_idx.info_type_id>99;",391896.5592065595,761277,25.183599995216355,0,0.0
507,"SELECT COUNT(*) FROM title t,movie_companies mc,cast_info ci WHERE t.id=mc.movie_id AND t.id=ci.movie_id AND t.kind_id=7 AND t.production_year<2011 AND ci.person_id<2999684 AND ci.role_id>2;",4576524.5766129205,5915090,25.309399999969173,0,0.0
508,"SELECT COUNT(*) FROM title t,movie_companies mc,cast_info ci WHERE t.id=mc.movie_id AND t.id=ci.movie_id AND t.production_year>0 AND mc.company_id<30240 AND mc.company_type_id<2;",25538957.04783702,45587737,15.94160000240663,0,0.0
509,"SELECT COUNT(*) FROM title t,cast_info ci,movie_info_idx mi_idx WHERE t.id=ci.movie_id AND t.id=mi_idx.movie_id AND t.kind_id=7 AND ci.role_id<8;",16754089.108496651,10878594,17.426300000806805,0,0.0
510,"SELECT COUNT(*) FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND t.kind_id>1 AND t.production_year>1999;",605426.4416349836,967618,4.963999999745283,0,0.0
511,"SELECT COUNT(*) FROM title t,movie_info mi,movie_keyword mk WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.production_year<2000 AND mk.keyword_id=870;",313393.0579906339,296936,4.219900001771748,0,0.0
512,"SELECT COUNT(*) FROM title t,cast_info ci,movie_info_idx mi_idx WHERE t.id=ci.movie_id AND t.id=mi_idx.movie_id AND t.kind_id>1 AND t.production_year>2008 AND mi_idx.info_type_id>99;",1356928.1212596074,3444704,28.01729999919189,0,0.0
513,"SELECT COUNT(*) FROM title t,movie_companies mc,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND t.kind_id=7 AND t.production_year=1982;",2701.0437539826994,7491,27.638999999908265,0,0.0
514,SELECT COUNT(*) FROM movie_companies mc WHERE mc.company_id<13981;,965264.44799708,1498400,2.3724000056972727,0,0.0
515,"SELECT COUNT(*) FROM title t,movie_companies mc WHERE t.id=mc.movie_id AND t.kind_id=7 AND t.production_year>2011 AND mc.company_id<3139 AND mc.company_type_id>1;",5391.018158787923,12314,6.7817000017385,0,0.0
516,"SELECT COUNT(*) FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND mk.keyword_id<245;",204918.34637731145,297845,1.8152999982703477,0,0.0
517,SELECT COUNT(*) FROM movie_companies mc WHERE mc.company_id<12566 AND mc.company_type_id>1;,297109.47693382134,456138,2.7012999998987652,0,0.0
518,"SELECT COUNT(*) FROM title t,movie_info_idx mi_idx WHERE t.id=mi_idx.movie_id AND t.kind_id=2 AND t.production_year<2008;",22693.72006373662,84006,4.129799999645911,0,0.0
519,"SELECT COUNT(*) FROM title t,movie_companies mc,cast_info ci WHERE t.id=mc.movie_id AND t.id=ci.movie_id AND t.kind_id=3 AND mc.company_id=2096 AND mc.company_type_id>1;",911.0048098159778,2642,21.834400002262555,0,0.0
520,"SELECT COUNT(*) FROM title t,movie_companies mc WHERE t.id=mc.movie_id AND t.production_year<2011 AND mc.company_id=5636 AND mc.company_type_id=1;",49.516931423226005,13,4.71069999912288,0,0.0
521,SELECT COUNT(*) FROM movie_keyword mk WHERE mk.keyword_id=7577;,61.920298054156405,90,1.766599998518359,0,0.0
522,"SELECT COUNT(*) FROM title t,movie_info mi,movie_keyword mk WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND mk.keyword_id=1767;",151333.7266114154,192924,1.1262999978498556,0,0.0
523,SELECT COUNT(*) FROM movie_keyword mk WHERE mk.keyword_id<14963;,2271616.6432329556,3304968,1.6942000002018176,0,0.0
524,"SELECT COUNT(*) FROM title t,cast_info ci WHERE t.id=ci.movie_id AND t.production_year<2011 AND ci.role_id<4;",19922697.94573798,20142265,2.2637999936705455,0,0.0
525,SELECT COUNT(*) FROM movie_keyword mk WHERE mk.keyword_id<21640;,2526453.069891642,3675368,1.7131999993580393,0,0.0
526,SELECT COUNT(*) FROM movie_keyword mk WHERE mk.keyword_id=65408;,17.200082792831704,25,1.7156999965664,0,0.0
527,"SELECT COUNT(*) FROM title t,movie_info_idx mi_idx WHERE t.id=mi_idx.movie_id AND t.production_year=1954 AND mi_idx.info_type_id<101;",999.9345529998958,2898,3.832099995634053,0,0.0
528,"SELECT COUNT(*) FROM title t,cast_info ci WHERE t.id=ci.movie_id AND t.kind_id<7 AND t.production_year>2005 AND ci.person_id=238220 AND ci.role_id<3;",1.0,4,5.0391000040690415,0,0.0
529,"SELECT COUNT(*) FROM title t,movie_info_idx mi_idx,movie_keyword mk WHERE t.id=mi_idx.movie_id AND t.id=mk.movie_id AND t.kind_id<7 AND mk.keyword_id>3311;",3926464.5896741757,5352803,6.041000000550412,0,0.0
530,"SELECT COUNT(*) FROM title t,movie_companies mc,movie_info mi WHERE t.id=mc.movie_id AND t.id=mi.movie_id AND t.production_year<2007 AND mc.company_id>17357 AND mc.company_type_id=2;",5585601.166885773,8520915,15.741300005174708,0,0.0
531,"SELECT COUNT(*) FROM title t,movie_info mi,movie_keyword mk WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.kind_id=4 AND mi.info_type_id>16 AND mk.keyword_id<6732;",545889.4377017583,339001,3.8797000015620142,0,0.0
532,"SELECT COUNT(*) FROM title t,movie_companies mc WHERE t.id=mc.movie_id AND mc.company_id<184491;",1642556.217415055,2550029,2.1561000030487776,0,0.0
533,SELECT COUNT(*) FROM cast_info ci WHERE ci.person_id<123439 AND ci.role_id>10;,5020.937244810962,4084,2.6111999977729283,0,0.0
534,SELECT COUNT(*) FROM movie_companies mc WHERE mc.company_id<153122 AND mc.company_type_id>1;,790391.4355948247,1227117,2.822900001774542,0,0.0
535,"SELECT COUNT(*) FROM title t,cast_info ci,movie_info mi WHERE t.id=ci.movie_id AND t.id=mi.movie_id AND t.kind_id>1 AND t.production_year>2007 AND ci.role_id=9;",2385428.2772558313,1140343,20.16849999927217,0,0.0
536,"SELECT COUNT(*) FROM title t,movie_companies mc WHERE t.id=mc.movie_id AND t.production_year>2012 AND mc.company_id>19 AND mc.company_type_id=2;",21880.505186182476,36030,4.5315000024857,0,0.0
537,"SELECT COUNT(*) FROM title t,movie_info mi,movie_info_idx mi_idx WHERE t.id=mi.movie_id AND t.id=mi_idx.movie_id AND t.kind_id=7 AND mi.info_type_id>92 AND mi_idx.info_type_id=100;",54992.48406735472,77481,6.885399998282082,0,0.0
538,"SELECT COUNT(*) FROM title t,cast_info ci WHERE t.id=ci.movie_id AND ci.person_id<2885259 AND ci.role_id>9;",1449800.360106207,1456783,1.7775999949662946,0,0.0
539,"SELECT COUNT(*) FROM title t,cast_info ci WHERE t.id=ci.movie_id AND ci.person_id<295889 AND ci.role_id>10;",12503.528610236,10853,1.6245000006165355,0,0.0
540,"SELECT COUNT(*) FROM title t,movie_companies mc WHERE t.id=mc.movie_id AND t.kind_id=7 AND t.production_year=2000 AND mc.company_id>35453 AND mc.company_type_id=2;",2119.094378748474,2899,7.513800002925564,0,0.0
541,"SELECT COUNT(*) FROM title t,movie_companies mc WHERE t.id=mc.movie_id AND mc.company_id<9557;",747847.3921618816,1160899,2.199299997300841,0,0.0
542,"SELECT COUNT(*) FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND t.production_year<1985;",1003297.1311426319,1458646,2.9871000006096438,0,0.0
543,SELECT COUNT(*) FROM movie_keyword mk WHERE mk.keyword_id>1762;,2179223.990500037,3170677,1.7984000005526468,0,0.0
544,"SELECT COUNT(*) FROM title t,movie_info mi,movie_keyword mk WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.kind_id<7 AND t.production_year=1969 AND mk.keyword_id=1002;",550.6370133406299,1132,5.889699998078868,0,0.0
545,"SELECT COUNT(*) FROM title t,movie_companies mc,cast_info ci WHERE t.id=mc.movie_id AND t.id=ci.movie_id AND t.kind_id<7 AND t.production_year<2006 AND mc.company_id<78506 AND ci.person_id=2730455 AND ci.role_id>2;",2.464344615359781,17,27.03520000068238,0,0.0
546,"SELECT COUNT(*) FROM title t,movie_companies mc WHERE t.id=mc.movie_id AND t.production_year<1993 AND mc.company_id>12472 AND mc.company_type_id=2;",217182.22108664896,340395,4.4943000029888935,0,0.0
547,"SELECT COUNT(*) FROM title t,cast_info ci,movie_info mi WHERE t.id=ci.movie_id AND t.id=mi.movie_id AND t.production_year=1956 AND mi.info_type_id=4;",114291.98409903269,106471,14.03289999871049,0,0.0
548,"SELECT COUNT(*) FROM title t,cast_info ci,movie_info mi WHERE t.id=ci.movie_id AND t.id=mi.movie_id AND ci.person_id<626360 AND ci.role_id<2;",61558445.21070771,59579044,6.013499994878657,0,0.0
549,"SELECT COUNT(*) FROM title t,cast_info ci,movie_keyword mk WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND t.kind_id=1 AND t.production_year>1994 AND ci.person_id<608748 AND ci.role_id>10;",70843.40040225783,155963,24.18520000355784,0,0.0
550,SELECT COUNT(*) FROM movie_companies mc WHERE mc.company_id<116570;,1557998.3045022693,2418768,2.53800000064075,0,0.0
551,"SELECT COUNT(*) FROM title t,movie_info_idx mi_idx WHERE t.id=mi_idx.movie_id AND t.kind_id=7 AND t.production_year=1997 AND mi_idx.info_type_id=99;",1152.8284191433258,3187,5.465100002766121,0,0.0
552,"SELECT COUNT(*) FROM title t,movie_info_idx mi_idx,movie_keyword mk WHERE t.id=mi_idx.movie_id AND t.id=mk.movie_id AND t.kind_id=4 AND t.production_year>0 AND mk.keyword_id<43960;",441128.08290493034,532440,7.7818999998271465,0,0.0
553,"SELECT COUNT(*) FROM title t,cast_info ci,movie_keyword mk WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND t.kind_id=7 AND t.production_year=2012 AND ci.person_id<2764953;",1119059.7660190414,761583,23.608100003912114,0,0.0
554,"SELECT COUNT(*) FROM title t,movie_info mi,movie_keyword mk WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND mk.keyword_id=11342;",20946.658893335727,23242,1.22640000336105,0,0.0
555,"SELECT COUNT(*) FROM title t,cast_info ci,movie_keyword mk WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND t.production_year=2008 AND mk.keyword_id=8807;",1274.5651118982241,1325,17.25780000560917,0,0.0
556,"SELECT COUNT(*) FROM title t,movie_companies mc,cast_info ci WHERE t.id=mc.movie_id AND t.id=ci.movie_id AND t.kind_id<7 AND t.production_year>2007 AND ci.person_id>1690974 AND ci.role_id>3;",5285197.621056474,4931518,25.182700002915226,0,0.0
557,"SELECT COUNT(*) FROM title t,cast_info ci,movie_keyword mk WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND mk.keyword_id<5887;",81347406.68516576,115517611,8.144000006723218,0,0.0
558,SELECT COUNT(*) FROM cast_info ci WHERE ci.person_id=1250936;,1.0,605,1.3226000010035932,0,0.0
559,"SELECT COUNT(*) FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND mk.keyword_id<14222;",2242842.9687304734,3263146,1.8218999975943007,0,0.0
560,"SELECT COUNT(*) FROM title t,movie_info mi,movie_info_idx mi_idx WHERE t.id=mi.movie_id AND t.id=mi_idx.movie_id AND t.kind_id<7 AND t.production_year<1995;",5256935.533195647,7527985,5.80229999468429,0,0.0
561,"SELECT COUNT(*) FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND t.kind_id=7 AND t.production_year>2009 AND mk.keyword_id=434;",19.861697382554816,5,5.941999996139202,0,0.0
562,"SELECT COUNT(*) FROM title t,movie_info_idx mi_idx,movie_keyword mk WHERE t.id=mi_idx.movie_id AND t.id=mk.movie_id AND t.kind_id=7 AND t.production_year>1917 AND mi_idx.info_type_id=99;",274704.501460982,369034,9.187199997541029,0,0.0
563,"SELECT COUNT(*) FROM title t,cast_info ci,movie_keyword mk WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND ci.person_id<2863528 AND ci.role_id<3 AND mk.keyword_id=491;",20995.899371323132,20287,7.610799999383744,0,0.0
564,SELECT COUNT(*) FROM movie_companies mc WHERE mc.company_id=3166 AND mc.company_type_id<2;,43.13161209809874,98,2.798300003632903,0,0.0
565,"SELECT COUNT(*) FROM title t,movie_info mi,movie_keyword mk WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.kind_id=1 AND t.production_year=2006 AND mk.keyword_id<3323;",3703792.012280916,3660576,6.281799993303139,0,0.0
566,"SELECT COUNT(*) FROM title t,cast_info ci,movie_keyword mk WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND t.kind_id=7 AND ci.person_id<3109102;",23051778.288252734,17867643,11.587599998165388,0,0.0
567,SELECT COUNT(*) FROM movie_keyword mk WHERE mk.keyword_id=3190;,220.1610597482594,320,1.797099997929763,0,0.0
568,SELECT COUNT(*) FROM movie_keyword mk WHERE mk.keyword_id>10607;,1044264.1433550521,1521034,1.6892000057850964,0,0.0
569,"SELECT COUNT(*) FROM title t,movie_info mi WHERE t.id=mi.movie_id AND t.kind_id=2 AND mi.info_type_id>7;",343681.6982772638,366295,3.5457000049063936,0,0.0
570,"SELECT COUNT(*) FROM title t,movie_info_idx mi_idx,movie_keyword mk WHERE t.id=mi_idx.movie_id AND t.id=mk.movie_id AND mk.keyword_id>21378;",1493274.9980053063,2003466,3.4571999931358732,0,0.0
571,"SELECT COUNT(*) FROM title t,cast_info ci WHERE t.id=ci.movie_id AND ci.person_id>716632 AND ci.role_id<10;",24255027.02520149,24518851,1.7571999997016974,0,0.0
572,SELECT COUNT(*) FROM cast_info ci WHERE ci.person_id=180325 AND ci.role_id<2;,1.0,234,1.6606999997748062,0,0.0
573,SELECT COUNT(*) FROM cast_info ci WHERE ci.person_id>3912451;,775150.5362592074,778693,1.111799996579066,0,0.0
574,SELECT COUNT(*) FROM movie_companies mc WHERE mc.company_id>2849 AND mc.company_type_id>1;,672497.31982097,1073035,2.602900000056252,0,0.0
575,"SELECT COUNT(*) FROM title t,movie_info mi,movie_info_idx mi_idx WHERE t.id=mi.movie_id AND t.id=mi_idx.movie_id AND t.kind_id<7 AND t.production_year=1956;",68960.02856749871,81787,5.473500001244247,0,0.0
576,SELECT COUNT(*) FROM movie_companies mc WHERE mc.company_id<11790 AND mc.company_type_id=2;,285768.48618409986,444022,2.6263999970979057,0,0.0
577,"SELECT COUNT(*) FROM title t,cast_info ci,movie_info_idx mi_idx WHERE t.id=ci.movie_id AND t.id=mi_idx.movie_id AND ci.role_id<10 AND mi_idx.info_type_id>99;",8721962.542407801,22445083,15.069100001710467,0,0.0
578,"SELECT COUNT(*) FROM title t,cast_info ci WHERE t.id=ci.movie_id AND t.production_year>1987 AND ci.person_id>4046923;",75116.56858543026,66343,2.2013999987393618,0,0.0
579,"SELECT COUNT(*) FROM title t,movie_info mi WHERE t.id=mi.movie_id AND t.kind_id<7 AND t.production_year<1992 AND mi.info_type_id<16;",3254435.2072779955,3359213,5.320700001902878,0,0.0
580,"SELECT COUNT(*) FROM title t,movie_companies mc WHERE t.id=mc.movie_id AND mc.company_id=89600;",164.27017768236374,255,2.547500000218861,0,0.0
581,"SELECT COUNT(*) FROM title t,movie_companies mc,movie_keyword mk WHERE t.id=mc.movie_id AND t.id=mk.movie_id AND t.kind_id<7 AND t.production_year>1984 AND mc.company_id<14715;",9455316.276495678,16882175,29.712800002016593,0,0.0
582,SELECT COUNT(*) FROM movie_keyword mk WHERE mk.keyword_id>23021;,553753.2254992586,804870,1.6427000009571202,0,0.0
583,"SELECT COUNT(*) FROM title t,movie_info_idx mi_idx WHERE t.id=mi_idx.movie_id AND t.kind_id>3 AND t.production_year<2011 AND mi_idx.info_type_id<100;",59318.41475763838,155441,5.422500005806796,0,0.0
584,"SELECT COUNT(*) FROM title t,movie_info mi,movie_info_idx mi_idx WHERE t.id=mi.movie_id AND t.id=mi_idx.movie_id AND t.kind_id>1 AND t.production_year>1969 AND mi_idx.info_type_id<101;",2972609.8682433846,4371002,7.742199995846022,0,0.0
585,"SELECT COUNT(*) FROM title t,movie_companies mc,cast_info ci WHERE t.id=mc.movie_id AND t.id=ci.movie_id AND t.production_year>2003 AND mc.company_id<258 AND mc.company_type_id<2 AND ci.person_id>2716426 AND ci.role_id=3;",163259.19223512543,372972,18.143000001145992,0,0.0
586,"SELECT COUNT(*) FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND t.kind_id>4 AND t.production_year<2015 AND mk.keyword_id>3305;",303241.9451055698,439394,6.028899995726533,0,0.0
587,"SELECT COUNT(*) FROM title t,movie_info mi WHERE t.id=mi.movie_id AND t.production_year=2011 AND mi.info_type_id>94;",43321.54557914574,58053,2.4699999994481914,0,0.0
588,SELECT COUNT(*) FROM cast_info ci WHERE ci.person_id>1008731 AND ci.role_id<9;,20587426.035593398,20826748,1.7076000003726222,0,0.0
589,SELECT COUNT(*) FROM movie_keyword mk WHERE mk.keyword_id=4794;,5.504026493761898,8,1.7582000000402331,0,0.0
590,"SELECT COUNT(*) FROM title t,movie_companies mc WHERE t.id=mc.movie_id AND t.kind_id<7 AND mc.company_id<92989 AND mc.company_type_id>1;",430806.7414685402,626819,5.244200001470745,0,0.0
591,"SELECT COUNT(*) FROM title t,cast_info ci,movie_info mi WHERE t.id=ci.movie_id AND t.id=mi.movie_id AND ci.person_id=331539 AND mi.info_type_id=3;",0.7640378700025677,1,7.8724999984842725,0,0.0
592,"SELECT COUNT(*) FROM title t,movie_info_idx mi_idx,movie_keyword mk WHERE t.id=mi_idx.movie_id AND t.id=mk.movie_id AND mk.keyword_id=17222;",2273.325395405246,906,3.58099999721162,0,0.0
593,"SELECT COUNT(*) FROM title t,movie_companies mc,movie_keyword mk WHERE t.id=mc.movie_id AND t.id=mk.movie_id AND t.kind_id<7 AND t.production_year>1996 AND mc.company_id=58476 AND mc.company_type_id=1;",9.717615198924499,8,30.002200001035817,0,0.0
594,SELECT COUNT(*) FROM cast_info ci WHERE ci.person_id>766713 AND ci.role_id>10;,281824.7476762869,283587,1.7669999942881986,0,0.0
595,"SELECT COUNT(*) FROM title t,cast_info ci,movie_info_idx mi_idx WHERE t.id=ci.movie_id AND t.id=mi_idx.movie_id AND t.production_year>2012 AND ci.role_id>1 AND mi_idx.info_type_id<100;",226437.90117966532,123482,12.200800003483891,0,0.0
596,"SELECT COUNT(*) FROM title t,movie_companies mc,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND t.kind_id=7 AND t.production_year=1992 AND mi_idx.info_type_id>100;",1519.148272190288,3023,32.057199998234864,0,0.0
597,"SELECT COUNT(*) FROM title t,cast_info ci,movie_info mi WHERE t.id=ci.movie_id AND t.id=mi.movie_id AND t.kind_id<7 AND ci.person_id>3087670 AND ci.role_id>1 AND mi.info_type_id<16;",30245300.643731,39777797,17.455699999118224,0,0.0
598,"SELECT COUNT(*) FROM title t,movie_companies mc,cast_info ci WHERE t.id=mc.movie_id AND t.id=ci.movie_id AND t.production_year<1972 AND mc.company_id<71555 AND mc.company_type_id=2 AND ci.role_id>2;",1259452.406855433,916636,17.55099999718368,0,0.0
599,"SELECT COUNT(*) FROM title t,movie_companies mc WHERE t.id=mc.movie_id AND t.kind_id=3 AND t.production_year=2001 AND mc.company_type_id=1;",1579.30055557626,2638,6.2393999978667125,0,0.0
600,SELECT COUNT(*) FROM movie_keyword mk WHERE mk.keyword_id=4450;,271.07330481511366,394,1.800300000468269,0,0.0
601,"SELECT COUNT(*) FROM title t,movie_companies mc WHERE t.id=mc.movie_id AND mc.company_id<82208;",1422449.640043316,2208353,2.382500002568122,0,0.0
602,"SELECT COUNT(*) FROM title t,movie_info mi,movie_info_idx mi_idx WHERE t.id=mi.movie_id AND t.id=mi_idx.movie_id AND t.kind_id=7 AND t.production_year=1996 AND mi_idx.info_type_id>99;",27437.04107055166,42832,6.9304999997257255,0,0.0
603,SELECT COUNT(*) FROM movie_companies mc WHERE mc.company_id>95736;,181457.347645272,281680,2.072000002954155,0,0.0
604,"SELECT COUNT(*) FROM title t,cast_info ci,movie_info mi WHERE t.id=ci.movie_id AND t.id=mi.movie_id AND t.kind_id>2 AND t.production_year=2002 AND mi.info_type_id>2;",3112761.3789916495,3493257,22.543899998709094,0,0.0
605,"SELECT COUNT(*) FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND mk.keyword_id>27953;",461567.6617627617,670880,1.7579999985173345,0,0.0
606,"SELECT COUNT(*) FROM title t,movie_info mi,movie_keyword mk WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.kind_id=7 AND mk.keyword_id=7935;",525.1485109186831,415,3.6838999949395657,0,0.0
607,"SELECT COUNT(*) FROM title t,movie_info mi,movie_info_idx mi_idx WHERE t.id=mi.movie_id AND t.id=mi_idx.movie_id AND t.kind_id=1 AND t.production_year<2005 AND mi.info_type_id<4 AND mi_idx.info_type_id>99;",689256.7166729162,1055677,7.753500001854263,0,0.0
608,"SELECT COUNT(*) FROM title t,movie_companies mc,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND t.production_year=2009 AND mi_idx.info_type_id<101;",46070.27379396279,129488,22.10899999772664,0,0.0
609,"SELECT COUNT(*) FROM title t,cast_info ci,movie_info_idx mi_idx WHERE t.id=ci.movie_id AND t.id=mi_idx.movie_id AND ci.person_id<2895384;",31383023.53509614,31639911,4.515100001299288,0,0.0
