query_no,query,cardinality_predict,cardinality_true,latency_ms,generated_spn_calls,latency_generated_code
0,"SELECT COUNT(*) FROM orders o,lineitem l WHERE o.o_orderkey=l.l_orderkey AND l.l_discount<0.06;",3274125.9999999995,3274126,0.5507999994733837,0,0.0
283,"SELECT COUNT(*) FROM region r,nation n WHERE r.r_regionkey=n.n_regionkey AND n.n_regionkey=3;",5.000000000000001,5,0.3241000003981753,0,0.0
284,"SELECT COUNT(*) FROM lineitem l,partsupp ps WHERE ps.ps_id=l.l_ps_id AND l.l_partkey>41806 AND ps.ps_partkey<183118;",4242591.3643917255,4240160,4.612599999745726,0,0.0
285,"SELECT COUNT(*) FROM orders o,lineitem l WHERE o.o_orderkey=l.l_orderkey AND l.l_partkey=160989 AND l.l_tax<0.04 AND l.l_quantity<39.0 AND l.l_extendedprice>13509.65;",9.05890503600133,6,2.3663000001761247,0,0.0
286,"SELECT COUNT(*) FROM lineitem l,partsupp ps WHERE ps.ps_id=l.l_ps_id AND l.l_partkey=69820 AND ps.ps_partkey>149766 AND ps.ps_suppkey<6111 AND l.l_linenumber<2 AND l.l_extendedprice=67703.6;",1.0,0,9.168200000203797,0,0.0
287,"SELECT COUNT(*) FROM region r,nation n WHERE r.r_regionkey=n.n_regionkey AND n.n_regionkey=3;",5.000000000000001,5,0.31709999984741444,0,0.0
288,"SELECT COUNT(*) FROM part p,partsupp ps WHERE p.p_partkey=ps.ps_partkey AND ps.ps_suppkey=4013;",80.00000000000165,80,0.7778999997753999,0,0.0
289,"SELECT COUNT(*) FROM orders o,lineitem l WHERE o.o_orderkey=l.l_orderkey AND l.l_linenumber>4 AND l.l_tax>0.02 AND l.l_extendedprice>6622.21 AND o.o_custkey>101300 AND o.o_totalprice<132458.52;",12895.136027403143,9385,3.3423000004404457,0,0.0
290,"SELECT COUNT(*) FROM nation n,region r WHERE r.r_regionkey=n.n_regionkey AND n.n_regionkey<3;",14.999999999999993,15,0.2714000002015382,0,0.0
291,"SELECT COUNT(*) FROM partsupp ps,part p WHERE p.p_partkey=ps.ps_partkey AND ps.ps_supplycost<970.23 AND p.p_retailprice<1622.54 AND ps.ps_availqty=1893 AND p.p_size=12 AND ps.ps_suppkey=6783;",0.012489055099998833,0,0.9740999994392041,0,0.0
292,"SELECT COUNT(*) FROM partsupp ps,supplier s WHERE s.s_suppkey=ps.ps_suppkey AND ps.ps_availqty=7351 AND ps.ps_supplycost>81.98 AND ps.ps_partkey>58936 AND s.s_acctbal>5970.22 AND s.s_nationkey=17;",0.9140408077174265,1,1.0978000000250177,0,0.0
293,"SELECT COUNT(*) FROM customer c,nation n WHERE n.n_nationkey=c.c_nationkey AND n.n_regionkey<3 AND c.c_acctbal<7121.58;",66397.00409330016,66385,1.5036000004329253,0,0.0
294,"SELECT COUNT(*) FROM part p,partsupp ps WHERE p.p_partkey=ps.ps_partkey AND p.p_size=44 AND ps.ps_supplycost<496.67 AND ps.ps_availqty>9525 AND p.p_retailprice=1934.90;",0.09425045765558762,0,0.9011000001919456,0,0.0
295,"SELECT COUNT(*) FROM customer c,orders o WHERE c.c_custkey=o.o_custkey AND c.c_acctbal<2411.35 AND o.o_totalprice=84143.10;",1.0,0,2.841900000021269,0,0.0
296,"SELECT COUNT(*) FROM orders o,customer c WHERE c.c_custkey=o.o_custkey AND o.o_totalprice<158979.15 AND c.c_acctbal=8826.42;",8.943067886599886,4,2.3817999999664607,0,0.0
297,"SELECT COUNT(*) FROM supplier s,partsupp ps WHERE s.s_suppkey=ps.ps_suppkey AND ps.ps_partkey=123137 AND ps.ps_supplycost>929.7;",1.0,1,0.5330000003596069,0,0.0
298,"SELECT COUNT(*) FROM partsupp ps,supplier s WHERE s.s_suppkey=ps.ps_suppkey AND ps.ps_supplycost>633.53 AND ps.ps_partkey=110705 AND s.s_nationkey=20 AND ps.ps_availqty>5737 AND s.s_acctbal=3890.96;",0.0001,0,0.951399999394198,0,0.0
299,"SELECT COUNT(*) FROM customer c,nation n WHERE n.n_nationkey=c.c_nationkey AND c.c_acctbal<6305.61 AND n.n_regionkey<1;",19747.22343999094,19693,0.6742999994457932,0,0.0
300,"SELECT COUNT(*) FROM customer c,orders o WHERE c.c_custkey=o.o_custkey AND c.c_nationkey>19;",296521.0209004221,299671,1.6009000000849483,0,0.0
301,"SELECT COUNT(*) FROM nation n,region r WHERE r.r_regionkey=n.n_regionkey;",25.0,25,0.2578999992692843,0,0.0
302,"SELECT COUNT(*) FROM nation n,region r WHERE r.r_regionkey=n.n_regionkey;",25.0,25,0.252800000453135,0,0.0
303,"SELECT COUNT(*) FROM lineitem l,partsupp ps WHERE ps.ps_id=l.l_ps_id AND ps.ps_partkey=79051 AND l.l_partkey>119823;",1.0,0,5.207700000028126,0,0.0
304,"SELECT COUNT(*) FROM orders o,customer c WHERE c.c_custkey=o.o_custkey AND o.o_totalprice>163545.37 AND c.c_acctbal=7261.15;",1.0,0,2.3463000006813672,0,0.0
305,"SELECT COUNT(*) FROM orders o,lineitem l WHERE o.o_orderkey=l.l_orderkey AND l.l_partkey<186720 AND l.l_suppkey=4113 AND l.l_discount>0.09 AND l.l_extendedprice=56457.12;",1.0,0,1.6074000004664413,0,0.0
306,"SELECT COUNT(*) FROM lineitem l,partsupp ps WHERE ps.ps_id=l.l_ps_id AND l.l_suppkey<4184 AND l.l_extendedprice=27652.21;",1.0,3,3.75629999962257,0,0.0
307,"SELECT COUNT(*) FROM partsupp ps,lineitem l WHERE ps.ps_id=l.l_ps_id AND l.l_tax=0.01 AND l.l_suppkey=7811;",67.41932387681757,74,2.7970000001005246,0,0.0
308,"SELECT COUNT(*) FROM nation n,customer c WHERE n.n_nationkey=c.c_nationkey AND c.c_acctbal>7445.62;",34821.999999960695,34822,0.49369999942427967,0,0.0
309,"SELECT COUNT(*) FROM lineitem l,partsupp ps WHERE ps.ps_id=l.l_ps_id AND l.l_partkey<29112 AND l.l_suppkey=4895;",85.17447589147415,83,4.714400000011665,0,0.0
310,"SELECT COUNT(*) FROM customer c,orders o WHERE c.c_custkey=o.o_custkey AND o.o_totalprice=173206.37;",1.0,1,2.338600000257429,0,0.0
311,"SELECT COUNT(*) FROM part p,partsupp ps WHERE p.p_partkey=ps.ps_partkey;",800000.0,800000,0.29119999999238644,0,0.0
312,"SELECT COUNT(*) FROM supplier s,partsupp ps WHERE s.s_suppkey=ps.ps_suppkey AND ps.ps_supplycost>998.41;",1230.0000000008056,1230,0.47960000028979266,0,0.0
313,"SELECT COUNT(*) FROM lineitem l,orders o WHERE o.o_orderkey=l.l_orderkey AND o.o_custkey>138859 AND l.l_linenumber=2;",95706.20535709667,95579,2.236100000118313,0,0.0
314,"SELECT COUNT(*) FROM nation n,customer c WHERE n.n_nationkey=c.c_nationkey AND c.c_acctbal<1522.59;",34293.000000019,34293,0.4914999999527936,0,0.0
315,"SELECT COUNT(*) FROM orders o,customer c WHERE c.c_custkey=o.o_custkey;",1492928.7820055387,1500000,0.2252000003863941,0,0.0
316,"SELECT COUNT(*) FROM supplier s,nation n WHERE n.n_nationkey=s.s_nationkey AND s.s_acctbal>1104.95;",8099.999999999109,8100,0.4245999998602201,0,0.0
317,"SELECT COUNT(*) FROM partsupp ps,part p WHERE p.p_partkey=ps.ps_partkey AND ps.ps_supplycost<968.75 AND ps.ps_availqty<6234 AND p.p_size<26 AND p.p_retailprice<1217.30;",52896.17315846795,53142,0.9494999994785758,0,0.0
318,"SELECT COUNT(*) FROM customer c,orders o WHERE c.c_custkey=o.o_custkey;",1492928.7820055387,1500000,0.23400000009132782,0,0.0
319,"SELECT COUNT(*) FROM supplier s,partsupp ps WHERE s.s_suppkey=ps.ps_suppkey;",800000.0,800000,0.28949999978067353,0,0.0
320,"SELECT COUNT(*) FROM part p,partsupp ps WHERE p.p_partkey=ps.ps_partkey AND ps.ps_availqty<7927;",634178.9999999913,634179,0.48460000016348204,0,0.0
321,"SELECT COUNT(*) FROM supplier s,nation n WHERE n.n_nationkey=s.s_nationkey AND s.s_acctbal>2754.16;",6629.999999999271,6630,0.426300000071933,0,0.0
322,"SELECT COUNT(*) FROM lineitem l,partsupp ps WHERE ps.ps_id=l.l_ps_id AND l.l_tax<0.08;",5333370.6503297165,5333786,0.5308999998305808,0,0.0
323,"SELECT COUNT(*) FROM region r,nation n WHERE r.r_regionkey=n.n_regionkey AND n.n_regionkey>4;",1.0,0,0.2627000003485591,0,0.0
324,"SELECT COUNT(*) FROM partsupp ps,part p WHERE p.p_partkey=ps.ps_partkey AND ps.ps_supplycost=484.72 AND ps.ps_suppkey>5709 AND p.p_retailprice>1043.06 AND p.p_size<43 AND ps.ps_availqty>580;",4.516234154208505,3,1.0365999996793107,0,0.0
325,"SELECT COUNT(*) FROM part p,partsupp ps WHERE p.p_partkey=ps.ps_partkey AND ps.ps_availqty=6850;",68.99999999997314,69,0.48179999976127874,0,0.0
326,"SELECT COUNT(*) FROM partsupp ps,lineitem l WHERE ps.ps_id=l.l_ps_id AND l.l_orderkey<2260609;",2267823.1412053634,2260403,0.531500000761298,0,0.0
327,"SELECT COUNT(*) FROM customer c,orders o WHERE c.c_custkey=o.o_custkey AND o.o_totalprice=78237.48 AND c.c_acctbal=8880.68;",1.0,0,2.3642999994990532,0,0.0
328,"SELECT COUNT(*) FROM part p,partsupp ps WHERE p.p_partkey=ps.ps_partkey AND ps.ps_suppkey=4240;",80.00000000000165,80,0.46490000022458844,0,0.0
329,"SELECT COUNT(*) FROM orders o,lineitem l WHERE o.o_orderkey=l.l_orderkey AND o.o_custkey>23488 AND l.l_extendedprice>43833.24 AND l.l_discount>0.08;",369350.1916519319,369076,1.4628999997512437,0,0.0
330,"SELECT COUNT(*) FROM supplier s,nation n WHERE n.n_nationkey=s.s_nationkey;",10000.0,10000,0.24639999992359662,0,0.0
331,"SELECT COUNT(*) FROM supplier s,partsupp ps WHERE s.s_suppkey=ps.ps_suppkey AND ps.ps_availqty>230;",781512.9999999843,781513,0.4757000006065937,0,0.0
332,"SELECT COUNT(*) FROM partsupp ps,part p WHERE p.p_partkey=ps.ps_partkey AND p.p_retailprice<1578.49 AND ps.ps_suppkey>1437 AND ps.ps_availqty=1795 AND ps.ps_supplycost=812.94;",0.5785549999999463,0,0.9021999994729413,0,0.0
333,"SELECT COUNT(*) FROM part p,partsupp ps WHERE p.p_partkey=ps.ps_partkey AND ps.ps_suppkey=7633 AND ps.ps_supplycost<413.6;",33.012993526584964,26,0.5219000004217378,0,0.0
334,"SELECT COUNT(*) FROM partsupp ps,part p WHERE p.p_partkey=ps.ps_partkey AND p.p_size>11 AND ps.ps_suppkey=6 AND p.p_retailprice<1691.72;",43.05664511999598,50,1.0363000001234468,0,0.0
335,"SELECT COUNT(*) FROM lineitem l,orders o WHERE o.o_orderkey=l.l_orderkey AND l.l_extendedprice=43616.65 AND l.l_tax>0.01 AND l.l_linenumber<1 AND l.l_quantity=37.0 AND l.l_suppkey>7724;",1.0,0,4.0624999992360245,0,0.0
336,"SELECT COUNT(*) FROM supplier s,nation n WHERE n.n_nationkey=s.s_nationkey AND n.n_regionkey>0;",8045.000000000002,8045,1.3376999995671213,0,0.0
337,"SELECT COUNT(*) FROM supplier s,nation n WHERE n.n_nationkey=s.s_nationkey AND s.s_acctbal=6110.79 AND n.n_regionkey=2;",0.2003,1,1.6220999996221508,0,0.0
338,"SELECT COUNT(*) FROM nation n,customer c WHERE n.n_nationkey=c.c_nationkey AND c.c_acctbal<5834.01 AND n.n_regionkey<1;",18498.92127999168,18451,0.730900000235124,0,0.0
339,"SELECT COUNT(*) FROM customer c,orders o WHERE c.c_custkey=o.o_custkey AND c.c_nationkey<19 AND o.o_totalprice>266559.66 AND c.c_acctbal=5577.68;",1.0392470404538359,0,2.3155999997470644,0,0.0
340,"SELECT COUNT(*) FROM nation n,region r WHERE r.r_regionkey=n.n_regionkey;",25.0,25,0.24480000047333306,0,0.0
341,"SELECT COUNT(*) FROM part p,partsupp ps WHERE p.p_partkey=ps.ps_partkey;",800000.0,800000,0.40779999926598975,0,0.0
342,"SELECT COUNT(*) FROM region r,nation n WHERE r.r_regionkey=n.n_regionkey;",25.0,25,0.34839999989344506,0,0.0
343,"SELECT COUNT(*) FROM orders o,lineitem l WHERE o.o_orderkey=l.l_orderkey AND l.l_linenumber<5 AND l.l_extendedprice=9874.7 AND l.l_partkey<158046 AND o.o_totalprice=90753.04 AND l.l_quantity=21.0;",1.0,0,4.255599999851256,0,0.0
344,"SELECT COUNT(*) FROM region r,nation n WHERE r.r_regionkey=n.n_regionkey;",25.0,25,0.2601999995022197,0,0.0
345,"SELECT COUNT(*) FROM lineitem l,orders o WHERE o.o_orderkey=l.l_orderkey AND l.l_linenumber>3 AND l.l_quantity>5.0 AND l.l_tax<0.06 AND o.o_custkey>36805;",970654.3466618035,971424,3.3364000000801752,0,0.0
346,"SELECT COUNT(*) FROM nation n,region r WHERE r.r_regionkey=n.n_regionkey AND n.n_regionkey>1;",15.000000000000004,15,0.3175000001647277,0,0.0
347,"SELECT COUNT(*) FROM orders o,lineitem l WHERE o.o_orderkey=l.l_orderkey;",6001215.0,6001215,0.23779999992257217,0,0.0
348,"SELECT COUNT(*) FROM orders o,lineitem l WHERE o.o_orderkey=l.l_orderkey;",6001215.0,6001215,0.22110000008979114,0,0.0
349,"SELECT COUNT(*) FROM customer c,nation n WHERE n.n_nationkey=c.c_nationkey AND c.c_nationkey>8;",96083.99999999997,96084,0.4718000000139,0,0.0
350,"SELECT COUNT(*) FROM supplier s,nation n WHERE n.n_nationkey=s.s_nationkey;",10000.0,10000,0.23750000036670826,0,0.0
351,"SELECT COUNT(*) FROM part p,partsupp ps WHERE p.p_partkey=ps.ps_partkey AND ps.ps_supplycost>969.44 AND ps.ps_suppkey>9849 AND ps.ps_availqty>1857 AND p.p_size<3;",12.054714221126643,9,1.0692999994716956,0,0.0
352,"SELECT COUNT(*) FROM partsupp ps,part p WHERE p.p_partkey=ps.ps_partkey;",800000.0,800000,0.28819999988627387,0,0.0
353,"SELECT COUNT(*) FROM orders o,customer c WHERE c.c_custkey=o.o_custkey AND c.c_nationkey<23 AND c.c_acctbal>5417.19;",571893.995493826,574772,1.6530000002603629,0,0.0
354,"SELECT COUNT(*) FROM part p,partsupp ps WHERE p.p_partkey=ps.ps_partkey AND ps.ps_availqty>3260;",539902.9999999835,539903,0.47790000007807976,0,0.0
355,"SELECT COUNT(*) FROM customer c,orders o WHERE c.c_custkey=o.o_custkey AND c.c_acctbal>5237.14 AND o.o_totalprice>57925.16 AND c.c_nationkey>4;",428674.7157803722,431568,2.7731000000130734,0,0.0
356,"SELECT COUNT(*) FROM nation n,region r WHERE r.r_regionkey=n.n_regionkey AND n.n_regionkey>3;",5.0000000000000036,5,0.32110000029206276,0,0.0
357,"SELECT COUNT(*) FROM partsupp ps,part p WHERE p.p_partkey=ps.ps_partkey AND ps.ps_supplycost>797.83 AND ps.ps_suppkey=5241 AND p.p_size>41;",2.889252623834446,2,0.8762000006754533,0,0.0
358,"SELECT COUNT(*) FROM lineitem l,partsupp ps WHERE ps.ps_id=l.l_ps_id;",6000776.911305,6001215,0.22939999962545699,0,0.0
359,"SELECT COUNT(*) FROM part p,partsupp ps WHERE p.p_partkey=ps.ps_partkey AND p.p_retailprice>1333.37 AND p.p_size>7 AND ps.ps_availqty<589;",26791.571164883077,26848,1.2693999997281935,0,0.0
360,"SELECT COUNT(*) FROM part p,partsupp ps WHERE p.p_partkey=ps.ps_partkey AND p.p_size=47 AND p.p_retailprice>1596.53 AND ps.ps_suppkey=5016;",0.6494501639995879,0,0.9826000004977686,0,0.0
361,"SELECT COUNT(*) FROM supplier s,nation n WHERE n.n_nationkey=s.s_nationkey AND s.s_acctbal>4741.38 AND n.n_regionkey<2;",1923.6619999997865,1941,0.43449999975564424,0,0.0
362,"SELECT COUNT(*) FROM customer c,orders o WHERE c.c_custkey=o.o_custkey AND c.c_acctbal>-181.69 AND c.c_nationkey>24 AND o.o_totalprice>234843.59;",1.0,0,2.2991999994701473,0,0.0
363,"SELECT COUNT(*) FROM lineitem l,partsupp ps WHERE ps.ps_id=l.l_ps_id AND l.l_tax>0.08;",1.0,0,0.6099000001995591,0,0.0
364,"SELECT COUNT(*) FROM region r,nation n WHERE r.r_regionkey=n.n_regionkey;",25.0,25,0.32840000039868755,0,0.0
365,"SELECT COUNT(*) FROM partsupp ps,part p WHERE p.p_partkey=ps.ps_partkey;",800000.0,800000,0.29410000024654437,0,0.0
366,"SELECT COUNT(*) FROM orders o,lineitem l WHERE o.o_orderkey=l.l_orderkey AND l.l_tax>0.0 AND o.o_custkey=55925;",49.79401118023479,50,0.5565000001297449,0,0.0
367,"SELECT COUNT(*) FROM nation n,region r WHERE r.r_regionkey=n.n_regionkey;",25.0,25,0.25269999969168566,0,0.0
368,"SELECT COUNT(*) FROM nation n,region r WHERE r.r_regionkey=n.n_regionkey AND n.n_regionkey=0;",4.99999999999999,5,0.24769999981799629,0,0.0
369,"SELECT COUNT(*) FROM nation n,region r WHERE r.r_regionkey=n.n_regionkey;",25.0,25,0.24189999930968042,0,0.0
370,"SELECT COUNT(*) FROM supplier s,nation n WHERE n.n_nationkey=s.s_nationkey;",10000.0,10000,0.29910000012023374,0,0.0
371,"SELECT COUNT(*) FROM region r,nation n WHERE r.r_regionkey=n.n_regionkey AND n.n_regionkey>4;",1.0,0,0.2580999998826883,0,0.0
372,"SELECT COUNT(*) FROM part p,partsupp ps WHERE p.p_partkey=ps.ps_partkey;",800000.0,800000,0.2730999995037564,0,0.0
373,"SELECT COUNT(*) FROM orders o,lineitem l WHERE o.o_orderkey=l.l_orderkey AND l.l_suppkey=9423;",567.9999999999698,568,0.4925999992337893,0,0.0
374,"SELECT COUNT(*) FROM customer c,nation n WHERE n.n_nationkey=c.c_nationkey AND c.c_acctbal<6208.52 AND n.n_regionkey>4;",3929.359999998226,0,1.718299999993178,0,0.0
375,"SELECT COUNT(*) FROM part p,partsupp ps WHERE p.p_partkey=ps.ps_partkey AND ps.ps_availqty>7410;",207081.9999999908,207082,0.5602000001090346,0,0.0
376,"SELECT COUNT(*) FROM lineitem l,partsupp ps WHERE ps.ps_id=l.l_ps_id AND ps.ps_supplycost=481.03 AND l.l_discount<0.02 AND l.l_partkey>63440 AND l.l_quantity<27.0 AND l.l_linenumber>6;",1.0,0,5.10149999990972,0,0.0
377,"SELECT COUNT(*) FROM nation n,region r WHERE r.r_regionkey=n.n_regionkey;",25.0,25,0.25860000005195616,0,0.0
378,"SELECT COUNT(*) FROM lineitem l,partsupp ps WHERE ps.ps_id=l.l_ps_id AND l.l_partkey<188667 AND l.l_orderkey=3389665;",16.974888582304338,4,3.2015999995564925,0,0.0
379,"SELECT COUNT(*) FROM region r,nation n WHERE r.r_regionkey=n.n_regionkey;",25.0,25,0.28590000056283316,0,0.0
380,"SELECT COUNT(*) FROM orders o,lineitem l WHERE o.o_orderkey=l.l_orderkey AND l.l_tax>0.0 AND o.o_custkey>111970 AND l.l_extendedprice<99518.51 AND l.l_linenumber>6;",48443.74162973165,48605,3.030800000487943,0,0.0
381,"SELECT COUNT(*) FROM partsupp ps,part p WHERE p.p_partkey=ps.ps_partkey AND p.p_size>2 AND ps.ps_supplycost=352.74 AND ps.ps_suppkey=883 AND ps.ps_availqty=1591 AND p.p_retailprice=1834.92;",4.797999999999472e-05,0,0.9998000004998175,0,0.0
382,"SELECT COUNT(*) FROM nation n,region r WHERE r.r_regionkey=n.n_regionkey AND n.n_regionkey>3;",5.0000000000000036,5,0.28789999942091526,0,0.0
383,"SELECT COUNT(*) FROM part p,partsupp ps WHERE p.p_partkey=ps.ps_partkey AND p.p_retailprice=1405.45 AND ps.ps_supplycost=785.62;",0.0005000000000015642,0,0.8072999999058084,0,0.0
384,"SELECT COUNT(*) FROM orders o,lineitem l WHERE o.o_orderkey=l.l_orderkey AND l.l_quantity>42.0;",959437.9999999999,959438,1.454399999602174,0,0.0
385,"SELECT COUNT(*) FROM region r,nation n WHERE r.r_regionkey=n.n_regionkey AND n.n_regionkey<3;",14.999999999999993,15,0.2508000006855582,0,0.0
386,"SELECT COUNT(*) FROM supplier s,nation n WHERE n.n_nationkey=s.s_nationkey AND n.n_regionkey=4;",2019.0000000000011,2019,1.3873999996576458,0,0.0
387,"SELECT COUNT(*) FROM supplier s,nation n WHERE n.n_nationkey=s.s_nationkey AND n.n_regionkey>4;",399.99999999999994,0,1.5170999995461898,0,0.0
388,"SELECT COUNT(*) FROM nation n,region r WHERE r.r_regionkey=n.n_regionkey;",25.0,25,0.24750000011408702,0,0.0
389,"SELECT COUNT(*) FROM partsupp ps,lineitem l WHERE ps.ps_id=l.l_ps_id AND l.l_extendedprice>36123.88 AND l.l_linenumber>6 AND l.l_suppkey>6194;",41590.29641990906,41862,4.870100000516686,0,0.0
390,"SELECT COUNT(*) FROM partsupp ps,lineitem l WHERE ps.ps_id=l.l_ps_id AND ps.ps_suppkey=8282 AND l.l_linenumber<1 AND ps.ps_partkey<191135 AND l.l_quantity>48.0 AND l.l_extendedprice=61664.4;",1.0,0,8.44500000039261,0,0.0
391,"SELECT COUNT(*) FROM lineitem l,partsupp ps WHERE ps.ps_id=l.l_ps_id;",6000776.911305,6001215,0.28329999986453913,0,0.0
392,"SELECT COUNT(*) FROM lineitem l,partsupp ps WHERE ps.ps_id=l.l_ps_id;",6000776.911305,6001215,0.4214000000501983,0,0.0
393,"SELECT COUNT(*) FROM orders o,lineitem l WHERE o.o_orderkey=l.l_orderkey AND l.l_partkey<125530 AND l.l_discount>0.04 AND o.o_custkey<138667;",1898581.2755401097,1898722,0.7249000000228989,0,0.0
394,"SELECT COUNT(*) FROM partsupp ps,part p WHERE p.p_partkey=ps.ps_partkey;",800000.0,800000,0.2978000002258341,0,0.0
395,"SELECT COUNT(*) FROM orders o,lineitem l WHERE o.o_orderkey=l.l_orderkey AND o.o_custkey=1057 AND l.l_tax<0.04 AND l.l_suppkey>3953;",17.736611724266997,20,0.5965000000287546,0,0.0
396,"SELECT COUNT(*) FROM part p,partsupp ps WHERE p.p_partkey=ps.ps_partkey AND ps.ps_availqty>2859;",572083.999999984,572084,0.4790999992110301,0,0.0
397,"SELECT COUNT(*) FROM region r,nation n WHERE r.r_regionkey=n.n_regionkey AND n.n_regionkey>2;",10.000000000000004,10,0.2616000001580687,0,0.0
398,"SELECT COUNT(*) FROM nation n,customer c WHERE n.n_nationkey=c.c_nationkey AND n.n_regionkey>1;",90284.00000000003,90284,0.42099999973288504,0,0.0
399,"SELECT COUNT(*) FROM orders o,customer c WHERE c.c_custkey=o.o_custkey AND c.c_nationkey=16;",61096.83134351383,61267,1.7867000005935552,0,0.0
400,"SELECT COUNT(*) FROM orders o,customer c WHERE c.c_custkey=o.o_custkey AND c.c_nationkey>3;",1253903.4653906876,1260214,1.7177999998239102,0,0.0
401,"SELECT COUNT(*) FROM region r,nation n WHERE r.r_regionkey=n.n_regionkey;",25.0,25,0.26900000011664815,0,0.0
402,"SELECT COUNT(*) FROM orders o,lineitem l WHERE o.o_orderkey=l.l_orderkey AND l.l_suppkey>1049 AND l.l_discount<0.07 AND l.l_partkey<25957 AND l.l_quantity<42.0 AND l.l_tax>0.02;",242314.20681417105,241475,1.7944000001079985,0,0.0
403,"SELECT COUNT(*) FROM customer c,orders o WHERE c.c_custkey=o.o_custkey AND c.c_acctbal=5142.79 AND o.o_totalprice<103567.02 AND c.c_nationkey=4;",1.0,0,2.4401000000580098,0,0.0
404,"SELECT COUNT(*) FROM orders o,customer c WHERE c.c_custkey=o.o_custkey AND c.c_nationkey>24 AND c.c_acctbal<7365.56 AND o.o_totalprice=52919.87;",1.0,0,2.4616999999125255,0,0.0
405,"SELECT COUNT(*) FROM part p,partsupp ps WHERE p.p_partkey=ps.ps_partkey AND p.p_retailprice>1358.32;",512915.9999999479,512916,0.8392999998250161,0,0.0
406,"SELECT COUNT(*) FROM region r,nation n WHERE r.r_regionkey=n.n_regionkey AND n.n_regionkey>4;",1.0,0,0.31769999986863695,0,0.0
407,"SELECT COUNT(*) FROM nation n,region r WHERE r.r_regionkey=n.n_regionkey AND n.n_regionkey<0;",1.0,0,0.2689000002646935,0,0.0
408,"SELECT COUNT(*) FROM part p,partsupp ps WHERE p.p_partkey=ps.ps_partkey AND p.p_size=12 AND ps.ps_availqty<6024 AND p.p_retailprice>1684.60 AND ps.ps_supplycost<204.85 AND ps.ps_suppkey=7834;",0.062029971858248566,0,1.0439999996378901,0,0.0
409,"SELECT COUNT(*) FROM orders o,lineitem l WHERE o.o_orderkey=l.l_orderkey AND o.o_custkey<7933 AND l.l_quantity>49.0 AND l.l_discount>0.01 AND l.l_extendedprice<18037.18 AND l.l_tax<0.04;",1.0,0,2.9168000000936445,0,0.0
410,"SELECT COUNT(*) FROM partsupp ps,lineitem l WHERE ps.ps_id=l.l_ps_id;",6000776.911305,6001215,0.2903000004153,0,0.0
411,"SELECT COUNT(*) FROM customer c,orders o WHERE c.c_custkey=o.o_custkey AND c.c_nationkey<23;",1374482.5474208966,1380624,1.6107999999803724,0,0.0
412,"SELECT COUNT(*) FROM partsupp ps,part p WHERE p.p_partkey=ps.ps_partkey AND p.p_retailprice=997.00 AND ps.ps_suppkey=1669;",0.004000000000000197,0,0.9276000000681961,0,0.0
413,"SELECT COUNT(*) FROM orders o,lineitem l WHERE o.o_orderkey=l.l_orderkey AND l.l_linenumber=4 AND l.l_partkey>97289;",440143.249060992,440460,2.391699999861885,0,0.0
414,"SELECT COUNT(*) FROM orders o,customer c WHERE c.c_custkey=o.o_custkey AND o.o_totalprice<376049.28 AND c.c_acctbal=8446.51;",10.321713805758549,14,2.446299999974144,0,0.0
415,"SELECT COUNT(*) FROM customer c,nation n WHERE n.n_nationkey=c.c_nationkey AND c.c_acctbal<-834.61;",2278.999999999957,2279,0.49239999952988,0,0.0
416,"SELECT COUNT(*) FROM supplier s,partsupp ps WHERE s.s_suppkey=ps.ps_suppkey AND ps.ps_availqty=1908 AND ps.ps_supplycost>378.38 AND s.s_acctbal=8712.35 AND ps.ps_partkey<36089 AND s.s_nationkey>5;",0.0011650352498355809,0,1.0131999997611274,0,0.0
417,"SELECT COUNT(*) FROM customer c,orders o WHERE c.c_custkey=o.o_custkey AND o.o_totalprice=364480.42;",1.0,1,2.555999999458436,0,0.0
418,"SELECT COUNT(*) FROM customer c,nation n WHERE n.n_nationkey=c.c_nationkey AND n.n_regionkey<4 AND c.c_acctbal>6818.77;",34724.55743996206,34735,2.0902999995087157,0,0.0
419,"SELECT COUNT(*) FROM customer c,orders o WHERE c.c_custkey=o.o_custkey AND c.c_nationkey<19;",1136006.6163119888,1139317,1.5442000003531575,0,0.0
420,"SELECT COUNT(*) FROM region r,nation n WHERE r.r_regionkey=n.n_regionkey;",25.0,25,0.2567999999882886,0,0.0
421,"SELECT COUNT(*) FROM region r,nation n WHERE r.r_regionkey=n.n_regionkey AND n.n_regionkey>2;",10.000000000000004,10,0.3139000000373926,0,0.0
422,"SELECT COUNT(*) FROM region r,nation n WHERE r.r_regionkey=n.n_regionkey;",25.0,25,0.24980000034702243,0,0.0
423,"SELECT COUNT(*) FROM orders o,customer c WHERE c.c_custkey=o.o_custkey AND c.c_nationkey=14 AND o.o_totalprice=79880.11 AND c.c_acctbal=5135.79;",1.0,0,2.4519000007785507,0,0.0
424,"SELECT COUNT(*) FROM part p,partsupp ps WHERE p.p_partkey=ps.ps_partkey AND ps.ps_availqty=6688 AND ps.ps_suppkey<4068 AND p.p_retailprice<1103.15 AND ps.ps_supplycost>73.63;",2.9494157056704924,2,0.9367999991809484,0,0.0
425,"SELECT COUNT(*) FROM customer c,orders o WHERE c.c_custkey=o.o_custkey;",1492928.7820055387,1500000,0.294200000098499,0,0.0
